Timestamp,relative_humidity,wind_speed,visibility,pressure,snow,solar_radiation,wind_direction,temperature,precipitation,cloud_coverage,hour,day,month,year,weekend,holiday,PM10,O3,CO,NO2,SO2
2019-02-22 08:00:00,69,4.0,5.0,992.9,0.0,110.788,0.0,2.0,0.0,99,8,22,2,2019,0,0,4.533781596455605,2.109000316144458,0.5684905904902032,3.2207500592144958,1.6389190473861623
2019-02-22 09:00:00,61,4.4,5.0,992.5,0.0,145.631,0.0,3.6,0.0,99,9,22,2,2019,0,0,4.478245513202965,2.826129495947486,0.48636897957922337,3.1239407654322955,1.6020909670215122
2019-02-22 10:00:00,60,4.0,5.0,991.8,0.0,166.554,0.0,5.0,0.0,99,10,22,2,2019,0,0,4.46314456740228,2.854168744390704,0.4200252691516832,2.9863634958255405,1.8969899906276677
2019-02-22 11:00:00,58,4.0,5.0,990.9,0.0,171.36700000000005,170.0,5.0,0.173828,99,11,22,2,2019,0,0,4.6661712161589755,3.329343280626763,0.5552634677779549,3.12729550451747,1.8521016887770811
2019-02-22 12:00:00,63,4.0,5.0,990.1,0.0,144.975,90.0,5.6,0.11718800000000001,100,12,22,2,2019,0,0,4.867380559596061,3.174714932271977,0.6504484340388089,3.2849855768724057,2.027727086309062
2019-02-22 13:00:00,68,4.4,5.0,990.0,0.0,132.41,0.0,9.0,0.181641,99,13,22,2,2019,0,0,4.962215087118987,2.8009331975664797,0.6008125661670783,3.2253150854895756,1.9774641915869091
2019-02-22 14:00:00,68,4.8,5.0,989.5,0.0,92.8097,330.0,9.0,0.143555,99,14,22,2,2019,0,0,4.694279358268285,3.76398690182998,0.48636897957922337,3.0325172913264526,1.8969899906276677
2019-02-22 15:00:00,70,4.4,5.0,989.0,0.0,61.7872,310.0,8.9,0.243164,95,15,22,2,2019,0,0,4.426043501838516,4.00405508530777,0.4500560076103169,2.7080702280623137,1.9774641915869091
2019-02-22 16:00:00,78,4.4,5.0,989.0,0.0,7.6810100000000014,40.0,8.0,0.182617,83,16,22,2,2019,0,0,4.29114271780192,3.8745287978322125,0.5282725255612439,2.39865861441346,2.058754053261956
2019-02-22 17:00:00,85,4.4,5.0,989.0,0.0,0.0,40.0,7.0,0.20165999999999998,76,17,22,2,2019,0,0,4.073120954344985,3.632838055161147,0.6008125661670783,3.007349521189698,2.0171671485840847
2019-02-22 18:00:00,87,4.8,5.0,989.1,0.0,0.0,30.0,6.7,0.0,82,18,22,2,2019,0,0,4.74423621817779,2.8402474197342373,0.780791691198275,3.5242523667274734,2.1710174843838472
2019-02-22 19:00:00,88,5.2,5.0,989.0,0.0,0.0,350.0,6.0,0.0,93,19,22,2,2019,0,0,5.089076754261077,1.4398351348275953,0.9286935188612979,3.700328705742689,2.3122581966784375
2019-02-22 20:00:00,88,6.8,5.0,989.2,0.0,0.0,30.0,7.0,0.0,98,20,22,2,2019,0,0,5.112710389369267,,0.7913622447410139,3.811462049625264,2.07558412820207
2019-02-22 21:00:00,87,10.4,5.0,989.1,0.0,0.0,0.0,5.9,0.12109400000000001,99,21,22,2,2019,0,0,4.267035144944047,2.870169015978216,0.6134544275039572,3.4098663622723264,1.9284151603911506
2019-02-22 22:00:00,65,13.6,5.0,990.2,0.0,0.0,300.0,5.0,0.140625,98,22,22,2,2019,0,0,3.907814179041867,3.1328821349818528,0.5618988985715601,2.8612460970038183,1.6990592263553157
2019-02-22 23:00:00,71,13.2,5.0,991.5,0.0,0.0,360.0,6.0,0.177734,91,23,22,2,2019,0,0,3.5034530685908885,3.1267605024981378,0.5075402249094613,2.5834766746344737,1.470543577873302
2019-02-23 00:00:00,60,12.0,5.0,992.4,0.0,0.0,350.0,3.4,0.0,85,0,23,2,2019,0,0,3.04070564284366,3.7621299371250747,0.35711484269635224,1.9751221478840815,1.558270946816966
2019-02-23 01:00:00,56,11.6,5.0,,0.0,0.0,350.0,1.0,0.0,82,1,23,2,2019,0,0,2.0681277624890577,4.15072488844706,0.26359428399318663,1.4551672531805946,1.4331779260888655
2019-02-23 02:00:00,56,12.0,5.0,,0.0,0.0,350.0,-1.0,0.0,81,2,23,2,2019,0,0,3.1548705274270192,4.117735485200649,0.23649402491699972,1.6744200917211916,1.2141409127373093
2019-02-23 03:00:00,58,12.4,5.0,,0.0,0.0,350.0,-1.2,0.0,89,3,23,2,2019,0,0,3.315276344096234,4.111857009797577,0.21801039596245367,1.667235036363602,1.4457889137655482
2019-02-23 04:00:00,56,12.8,5.0,,0.0,0.0,350.0,-2.0,0.0,86,4,23,2,2019,0,0,3.5876769908144244,4.083283617434093,0.20863885969272394,1.5648170512780495,
2019-02-23 05:00:00,58,12.4,5.0,,1.5,0.0,340.0,-2.0,0.0,88,5,23,2,2019,0,0,3.2865344733420154,4.0377742241894286,0.18962813440239254,1.576728729059857,1.3118940634051273
2019-02-23 06:00:00,59,12.8,5.0,997.9,1.5,25.6994,340.0,-2.1,0.0,96,6,23,2,2019,0,0,3.2461018319103325,4.0278485600617815,0.18962813440239254,1.596271639171175,1.50656318268708
2019-02-23 07:00:00,57,13.2,5.0,999.1,1.5,90.8899,290.0,-2.0,0.0,95,7,23,2,2019,0,0,3.1565747889270224,4.027492236201558,0.18962813440239254,1.560814751301917,1.2901688389434924
2019-02-23 08:00:00,51,13.6,5.0,1000.2,1.5,177.655,330.0,-3.0,0.0,92,8,23,2,2019,0,0,3.0248055284504747,4.029272587191355,0.19917867843182518,1.7061289258355634,1.4074685717017943
2019-02-23 09:00:00,46,13.6,5.0,1001.4,1.5,232.822,270.0,-2.8,0.0,92,9,23,2,2019,0,0,3.1514531844614804,3.984157634420445,0.22729492133500656,1.7956353102592948,
2019-02-23 10:00:00,41,13.2,5.0,1001.4,0.0,252.995,330.0,-1.5,0.0,93,10,23,2,2019,0,0,3.3991953968290773,4.012772894731915,0.21801039596245367,1.7334945458653255,0.8572199218837265
2019-02-23 11:00:00,41,13.2,5.0,1001.5,0.0,299.0490000000001,340.0,-0.1,0.0,90,11,23,2,2019,0,0,2.494031529214649,3.8815637979434374,0.23649402491699972,1.7095908959731376,0.9121220321713642
2019-02-23 12:00:00,40,12.4,5.0,1001.5,0.0,332.784,350.0,1.2,0.0,85,12,23,2,2019,0,0,2.947067061523394,4.139317901120618,0.12009147964464743,1.6815538901234128,
2019-02-23 13:00:00,38,12.0,5.0,1001.7,0.0,315.591,340.0,1.0,0.0,80,13,23,2,2019,0,0,2.9322598749864657,4.1753098835197475,0.2456092990884344,1.5885002360772789,2.252554168211372
2019-02-23 14:00:00,50,11.6,0.5,1001.9,0.0,296.922,350.0,1.0,0.0,60,14,23,2,2019,0,0,3.250761993038635,4.245634053489784,0.22729492133500656,1.5648170512780495,0.9742576935172448
2019-02-23 15:00:00,49,11.2,0.5,1002.0,0.0,147.25799999999995,340.0,0.7,0.0,61,15,23,2,2019,0,0,3.0291670643972775,4.264930914260666,0.21801039596245367,1.4684502125446994,1.1572584927346354
2019-02-23 16:00:00,50,10.4,0.5,1002.8,0.0,12.4913,340.0,-1.0,0.0,64,16,23,2,2019,0,0,3.2756341240863804,4.2493519829219775,0.22729492133500656,1.5405593390936476,0.7991275175642458
2019-02-23 17:00:00,51,10.4,0.5,1003.9,0.0,0.0,350.0,-1.0,0.0,58,17,23,2,2019,0,0,3.261168734133071,4.189654742026425,0.23649402491699972,1.7095908959731376,1.1738434498412103
2019-02-23 18:00:00,50,10.0,0.5,1004.8,0.0,0.0,360.0,-1.7,0.0,50,18,23,2,2019,0,0,3.3217933258352854,4.222737794884124,0.21801039596245367,1.4772085543977715,0.4773515761976936
2019-02-23 19:00:00,52,9.6,0.5,1005.3,0.0,0.0,360.0,-2.0,0.0,48,19,23,2,2019,0,0,3.4164143174103065,4.2395957428513285,0.21801039596245367,1.5446433669072435,1.0421830155216718
2019-02-23 20:00:00,54,9.2,0.5,1005.8,0.0,0.0,350.0,-3.0,0.0,42,20,23,2,2019,0,0,3.371081778724607,4.2312037892962415,0.23649402491699972,1.568803396682851,1.723087968400447
2019-02-23 21:00:00,56,9.2,1.0,1006.3,0.0,0.0,350.0,-3.4,0.0,33,21,23,2,2019,0,0,3.1675825304806504,4.246493248115468,0.22729492133500656,1.5030324186545856,1.7649362337635686
2019-02-23 22:00:00,56,8.8,1.0,1006.5,0.0,0.0,330.0,-4.0,0.0,28,22,23,2,2019,0,0,3.2676659890376327,4.232075466774036,0.22729492133500656,1.4902038163446465,1.4457889137655482
2019-02-23 23:00:00,56,8.8,1.0,1006.7,0.0,0.0,280.0,-4.0,0.0,26,23,23,2,2019,0,0,3.415757550538084,4.22478786717588,0.2456092990884344,1.5364585122816328,1.6337402332526916
2019-02-24 00:00:00,55,9.2,1.0,1006.7,0.0,0.0,330.0,-5.4,0.0,25,0,24,2,2019,0,0,3.374853382823391,4.187531286215627,0.26359428399318663,1.5727739142124668,1.0880230876278822
